대학명,학과명,학점,모집인원,경쟁률
전남대학교,생명과학전공,2.52,32,9.8
전남대학교,생물학과,2.65,20,10.4
전남대학교,수학과,2.98,22,7.2
전남대학교,시스템생명공학전공,2.74,15,8.5
전남대학교,지구환경과학부,3.55,25,5.8
전남대학교,통계학과,2.65,22,8.1
전남대학교,화학과,2.82,22,8.1
전북대학교,간호학과,1.94,24,10.3
전북대학교,경영학과,2.65,45,6.4
전북대학교,경제학부,3.12,32,5.8
전북대학교,경제학부 경제학전공,3.12,32,5.8
전북대학교,무역학과,3.24,22,5.1
전북대학교,지역산업학과,X,X,X
전북대학교,회계학과,3.31,20,4.8
전북대학교,경상계열,2.85,50,6.2
전북대학교,건축공학과,3.18,12,7.5
전북대학교,고분자나노공학과,3.05,12,6.9
전북대학교,기계공학과,2.48,25,9.4
전북대학교,기계설계공학부,2.95,20,7.1
전북대학교,기계설계공학부(기계설계공학전공),2.95,20,7.1
전북대학교,기계설계공학부(나노바이오기계시스템공학전공),3.15,10,6.5
전북대학교,기계시스템공학부,3.08,18,6.8
전북대학교,기계시스템공학부(응용기계공학전공),3.08,18,6.8
전북대학교,기계시스템공학부(정밀기계공학전공),3.21,10,5.9
전북대학교,도시공학과,3.42,10,6.2
전북대학교,바이오메디컬공학부,2.88,12,8.4
전북대학교,바이오메디컬공학부(헬스케어기기공학전공),2.88,12,8.4
전북대학교,바이오메디컬공학부(헬스케어정보공학전공),3.02,10,7.5
전북대학교,산업정보시스템공학과,3.35,12,5.8
전북대학교,소프트웨어공학과,2.62,15,11.2
전북대학교,신소재공학부,2.98,45,6.5
전북대학교,신소재공학부 금속시스템공학전공,3.35,15,5.2
전북대학교,신소재공학부 전자재료공학전공,2.98,15,7.1
전북대학교,신소재공학부 정보소재공학전공,3.05,15,6.8
전북대학교,양자시스템공학과,3.45,10,5.4
전북대학교,유기소재섬유공학과,3.38,12,5.1
전북대학교,융합기술공학부,3.52,15,4.8
전북대학교,융합기술공학부(IT융합기전공학전공),3.52,15,4.8
전북대학교,융합기술공학부(IT응용시스템공학전공),3.65,10,4.2
전북대학교,전기공학과,2.12,18,12.8
전북대학교,전자공학부,2.45,55,9.6
전북대학교,컴퓨터인공지능학부,2.55,42,10.4
전북대학교,컴퓨터인공지능학부 인공지능전공,2.52,15,11.5
전북대학교,컴퓨터인공지능학부 컴퓨터공학전공,2.58,27,9.8
전북대학교,토목/환경/자원.에너지공학부,3.55,35,5.5
전북대학교,토목/환경/자원․에너지공학부(자원․에너지공학전공),3.72,10,4.8
전북대학교,토목/환경/자원․에너지공학부(토목공학전공),3.55,15,5.5
전북대학교,토목/환경/자원․에너지공학부(환경공학전공),3.38,10,6.1
전북대학교,한옥건축학과,3.85,8,4.5
전북대학교,항공우주공학과,2.82,12,8.2
전북대학교,화학공학부,2.38,42,8.7
전북대학교,화학공학부(나노화학공학전공),2.52,12,9.1
전북대학교,화학공학부(생명화학공학전공),2.38,15,8.8
전북대학교,화학공학부(에너지화학공학전공),2.45,15,8.5
전북대학교,공학계열 1,2.72,40,7.1
전북대학교,공학계열 2,2.91,40,6.5
전북대학교,스마트팜학과,2.95,10,8.2
전북대학교,식물의학과,3.18,12,6.8
전북대학교,농경제유통학부(농업경제학),3.32,12,5.5
전북대학교,농경제유통학부(식품유통학),3.45,10,5.1
전북대학교,농생명과학과,3.58,8,4.6
전북대학교,농업시스템학과,X,X,X
전북대학교,동물생명공학과,3.05,12,7.4
전북대학교,동물자원과학과,3.15,12,6.9
전북대학교,목재응용과학과,3.85,10,4.2
전북대학교,산림환경과학과,3.52,12,5.5
전북대학교,생명자원융합학과,X,X,X
전북대학교,생물산업기계공학과,3.61,10,4.8
전북대학교,생물환경화학과,3.42,10,5.2
전북대학교,식품공학과,3.11,12,7.8
전북대학교,에코농산업벤처시스템학과,3.75,8,4.1
전북대학교,원예학과,3.48,12,5.4
전북대학교,작물생명과학과,3.31,12,5.8
전북대학교,조경학과,3.35,12,6.4
전북대학교,지역건설공학과,3.72,10,4.5
전북대학교,농업생명과학계열,3.22,45,5.8
전북대학교,과학교육학부,2.25,20,8.5
전북대학교,과학교육학부 물리교육전공,2.48,5,7.2
전북대학교,과학교육학부 생물교육전공,2.12,5,9.8
전북대학교,과학교육학부 지구과학교육전공,2.51,5,6.8
전북대학교,과학교육학부 화학교육전공,2.25,5,8.5
전북대학교,교육학과,2.08,8,9.2
전북대학교,국어교육과,1.95,12,10.5
전북대학교,독어교육과,2.88,6,5.5
전북대학교,수학교육과,1.88,12,11.2
전북대학교,역사교육과,2.02,8,9.8
전북대학교,영어교육과,1.98,12,10.1
전북대학교,윤리교육과,2.15,8,8.4
전북대학교,일반사회교육과,2.08,8,9.5
전북대학교,지리교육과,2.31,8,7.8
전북대학교,체육교육과,2.55,10,14.2
전북대학교,사회과교육학부,2.15,24,8.5
전북대학교,공공인재학부,2.42,25,8.2
전북대학교,미디어커뮤니케이션학과,2.51,12,9.4
전북대학교,사회복지학과,2.48,10,8.8
전북대학교,사회학과,2.95,12,6.5
전북대학교,심리학과,2.18,12,10.2
전북대학교,정치외교학과,3.12,12,5.4
전북대학교,행정학과,2.52,22,7.9
전북대학교,사회과학계열,2.72,35,6.8
전북대학교,식품영양학과,3.08,12,7.5
전북대학교,아동학과(인문사회),3.15,10,6.8
전북대학교,의류학과,3.51,10,5.2
전북대학교,주거환경학과,3.42,10,5.5
전북대학교,생활과학계열,3.22,20,5.1
전북대학교,수의예과(1년),1.28,12,28.4
전북대학교,수의학과(5년),1.28,12,28.4
전북대학교,약학과,1.15,10,45.2
전북대학교,무용학과,X,X,X
전북대학교,미술학과,X,X,X
전북대학교,산업디자인학과,3.25,10,12.4
전북대학교,음악과,X,X,X
전북대학교,한국음악학과,X,X,X
전북대학교,의예과,1.08,40,15.8
전북대학교,의학과,1.08,40,15.8
전북대학교,국제학부,3.45,10,4.8
전북대학교,고고문화인류학과,3.58,10,4.2
전북대학교,국어국문학과,3.12,22,5.5
전북대학교,독일학과,3.82,10,3.8
전북대학교,문헌정보학과,2.91,12,7.4
전북대학교,사학과,2.88,12,8.1
전북대학교,스페인・중남미학과,3.65,10,4.1
전북대학교,영어영문학과,2.75,30,5.2
전북대학교,일본학과,3.42,15,4.5
전북대학교,중어중문학과,3.35,20,4.8
전북대학교,철학과,3.51,12,5.2
전북대학교,프랑스·아프리카학과,3.78,10,3.9
전북대학교,인문계열,3.25,45,4.7
전북대학교,과학학과,3.41,8,4.5
전북대학교,물리학과,3.32,12,5.8
전북대학교,반도체과학기술학과,2.68,15,10.5
전북대학교,분자생물학과,2.85,12,8.4
전북대학교,생명과학과,2.52,18,9.8
전북대학교,수학과,2.98,18,6.5
전북대학교,스포츠과학과,2.82,10,15.6
전북대학교,지구환경과학과,3.51,15,4.8
전북대학교,통계학과,3.12,15,6.1
전북대학교,화학과,2.75,18,7.4
전북대학교,자연과학계열 1,3.05,35,5.2
전북대학교,자연과학계열 2,3.18,35,5.5
전북대학교,치의예과,1.18,12,22.5
전북대학교,치의학과,1.18,12,22.5
전북대학교,생명공학부,2.95,22,7.8
전북대학교,생명공학부(생명자원소재공학전공),2.95,11,7.8
전북대학교,생명공학부(환경생명공학전공),3.08,11,7.5
전북대학교,생태조경디자인학과,3.41,10,6.2
전북대학교,환경생명자원계열,3.25,20,5.4
중앙대학교,실감미디어학과,1.71,5,7.4
중앙대학교,경영경제대학,1.68,95,5.8
중앙대학교,경영학부(경영학전공),1.62,50,6.2
중앙대학교,경영학부(글로벌금융전공),1.58,12,8.5
중앙대학교,경제학부,1.65,25,5.4
중앙대학교,광고홍보학과,1.55,10,7.9
중앙대학교,국제물류학과,1.72,15,6.1
중앙대학교,산업보안학과,1.59,10,5.8
중앙대학교,응용통계학과,1.58,10,9.2
중앙대학교,지식경영학부,X,X,X
중앙대학교,공과대학,1.65,60,7.2
중앙대학교,건축학부,1.82,15,6.5
중앙대학교,건축학부(건축공학전공),1.85,8,5.8
중앙대학교,건축학부(건축학전공),1.78,7,8.4
중앙대학교,기계공학부,1.64,25,8.1
중앙대학교,사회기반시스템공학부,1.88,15,6.2
중앙대학교,사회기반시스템공학부(건설환경플랜트공학전공),1.92,8,5.5
중앙대학교,사회기반시스템공학부(도시시스템공학전공),1.85,7,7.1
중앙대학교,에너지시스템공학부,1.75,15,9.4
중앙대학교,화학공학과,1.52,15,11.5
중앙대학교,교양대학,X,X,X
중앙대학교,교육학과,1.52,6,7.8
중앙대학교,영어교육과,1.48,7,8.2
중앙대학교,유아교육과,1.65,6,6.4
중앙대학교,체육교육과,X,X,X
중앙대학교,사회과학대학,1.72,45,5.1
중앙대학교,공공인재학부,1.51,25,10.4
중앙대학교,도시계획부동산학과,1.75,10,6.8
중앙대학교,문헌정보학과,1.78,8,5.9
중앙대학교,미디어커뮤니케이션학부,1.54,15,8.4
중앙대학교,사회복지학부,1.81,15,5.5
중앙대학교,사회학과,1.72,10,6.1
중앙대학교,심리학과,1.45,10,12.5
중앙대학교,정치국제학과,1.68,10,5.4
중앙대학교,AI학과,1.55,12,13.8
중앙대학교,소프트웨어학부,1.58,25,10.5
중앙대학교,약학부,1.12,6,32.5
중앙대학교,공연영상창작학부,X,X,X
중앙대학교,공연영상창작학부(공간연출전공),X,X,X
중앙대학교,공연영상창작학부(연극전공),X,X,X
중앙대학교,공연영상창작학부(영화전공),X,X,X
중앙대학교,의학부(의예),1.06,10,25.4
중앙대학교,의학부(의학),1.06,10,25.4
중앙대학교,인문대학,1.85,40,4.8
중앙대학교,국어국문학과,1.75,10,6.2
중앙대학교,아시아문화학부,1.92,15,4.2
중앙대학교,아시아문화학부(일본어문학전공),1.95,7,4.5
중앙대학교,아시아문화학부(중국어문학전공),1.88,8,4.1
중앙대학교,역사학과,1.71,10,5.8
중앙대학교,영어영문학과,1.65,20,5.2
중앙대학교,유럽문화학부,1.95,15,4.5
중앙대학교,유럽문화학부(독일어문학전공),1.98,5,4.1
중앙대학교,유럽문화학부(러시아어문학전공),2.01,5,3.8
중앙대학교,유럽문화학부(프랑스어문학전공),1.92,5,4.4
중앙대학교,철학과,1.82,8,5.1
중앙대학교,자연과학대학,1.62,35,8.5
중앙대학교,물리학과,1.68,10,7.1
중앙대학교,생명과학과,1.42,12,15.4
중앙대학교,수학과,1.58,10,6.8
중앙대학교,화학과,1.54,10,9.4
중앙대학교,간호학과,1.65,45,12.1
중앙대학교,창의ICT공과대학,1.58,55,9.2
중앙대학교,융합공학부,1.55,15,11.4
중앙대학교,전자전기공학부,1.52,45,12.8
중앙대학교,차세대반도체학과,1.58,8,14.5
중앙대학교,혁신소재응용공학부(나노융합전공),1.82,7,7.8
중앙대학교,혁신소재응용공학부(적층제조전공),1.91,6,6.2
중앙대학교,혁신소재응용공학부(첨단신소재전공),1.75,7,8.5
제주대학교,간호학과,2.38,23,9.04
제주대학교,경영정보학과,4.27,16,6
제주대학교,경영학과,3.56,35,7.74
제주대학교,경영학과,3.56,35,7.74
제주대학교,관광개발학과,4.45,13,4.85
제주대학교,관광경영학과,4.21,18,6.67
제주대학교,무역학과,4.26,22,5.36
제주대학교,회계학과,4.32,24,5.17
제주대학교,인공지능학과,3.88,11,6.36
제주대학교,토목공학과,4.85,18,4.56
제주대학교,건축공학과,4.15,15,6.2
제주대학교,건축학부,3.75,17,9.35
제주대학교,기계메카에너지화학공학부,4.22,45,5.58
제주대학교,기계시스템공학과,4.12,15,6.13
제주대학교,식품생명공학과,4.35,14,5.21
제주대학교,전기공학과,3.12,15,11.4
제주대학교,전기전자통신컴퓨터공학부,3.85,65,7.42
제주대학교,전자공학과,3.68,20,8.25
제주대학교,컴퓨터공학과,3.42,18,10.15
제주대학교,통신공학과,4.25,15,5.8
제주대학교,건축학과,3.65,10,10.2
제주대학교,원자력공학과,4.92,12,3.85
제주대학교,화공그린에너지학과,3.95,15,6.45
제주대학교,초등교육학부,1.55,41,14.25
제주대학교,글로벌자율전공,3.85,15,7.2
제주대학교,자유전공,3.83,22,9.91
제주대학교,건강뷰티향장학과,4.12,8,6.5
제주대학교,관광융복합학과,4.38,8,5.1
제주대학교,부동산관리학과,4.25,10,5.8
제주대학교,실버케어복지학과,4.15,10,6.2
제주대학교,체육교육과,2.85,10,15.4
제주대학교,과학교육학부,3.15,20,7.15
제주대학교,국어교육과,2.25,11,8.45
제주대학교,물리교육전공,3.45,6,5.8
제주대학교,사회교육과,2.35,10,7.9
제주대학교,생물교육전공,2.88,6,8.15
제주대학교,수학교육과,2.12,11,9.2
제주대학교,영어교육과,2.28,11,8.85
제주대학교,윤리교육과,2.55,8,6.45
제주대학교,지리교육과,2.68,8,5.9
제주대학교,컴퓨터교육과,2.95,8,7.25
제주대학교,경제학과,4.12,18,5.15
제주대학교,언론홍보학과,3.35,11,9.4
제주대학교,정치외교학과,4.18,12,4.9
제주대학교,행정학과,3.22,18,8.15
제주대학교,행정학과,3.22,18,8.15
제주대학교,스마트팜학부,4.15,15,5.85
제주대학교,동물생명공학전공,4.02,12,6.25
제주대학교,바이오메디컬정보학과,3.95,12,7.15
제주대학교,바이오소재전공,4.28,12,4.9
제주대학교,분자생명공학전공,3.85,12,7.8
제주대학교,산업응용경제학과,4.52,12,4.35
제주대학교,생명공학부,3.98,35,6.45
제주대학교,식물자원환경전공,4.35,12,4.85
제주대학교,원예과학전공,4.25,12,5.15
제주대학교,수의예과,1.25,11,35.8
제주대학교,수의학과,X,X,X
제주대학교,약학과,1.58,10,42.15
제주대학교,관・현악전공,X,X,X
제주대학교,미술학과,X,X,X
제주대학교,융합디자인학과,3.85,12,12.45
제주대학교,음악학부,X,X,X
제주대학교,작곡・성악・피아노전공,X,X,X
제주대학교,의예과,1.15,20,18.5
제주대학교,의학과,X,X,X
제주대학교,국어국문학과,4.15,18,5.15
제주대학교,독일학과,4.95,10,3.45
제주대학교,사학과,3.95,12,6.15
제주대학교,사회학과,3.82,12,6.85
제주대학교,영어영문학과,3.65,22,5.45
제주대학교,일어일문학과,4.45,15,4.15
제주대학교,중어중문학과,4.52,18,3.95
제주대학교,철학과,4.75,10,4.25
제주대학교,데이터사이언스학과,3.72,10,8.15
제주대학교,물리학과,4.65,10,4.15
제주대학교,생물학과,3.85,12,7.95
제주대학교,생활환경복지학부,4.15,20,5.25
제주대학교,수학과,4.12,12,5.45
제주대학교,스포츠과학과,3.55,10,14.8
제주대학교,식품영양학과,4.05,12,6.15
제주대학교,아동・생활복지전공,3.95,10,6.45
제주대학교,주거・가족복지전공,4.32,10,4.85
제주대학교,패션의류학과,4.18,10,5.95
제주대학교,화학·코스메틱스학과,3.65,12,8.45
제주대학교,수산생명의학과,3.75,12,7.15
제주대학교,지구해양과학과,4.82,10,3.95
제주대학교,해양산업경찰학과,4.55,15,4.25
제주대학교,해양생명과학과,4.42,12,5.15
제주대학교,해양시스템공학과,4.68,12,4.45
제주대학교,해양의생명과학부,4.15,20,5.85
제주대학교,환경공학과,4.25,12,6.15
충북대학교,간호학과,1.95,15,13.5
충북대학교,경영정보학과,3.01,12,8.4
충북대학교,경영학부,2.65,45,10.2
충북대학교,국제경영학과,2.98,12,7.6
충북대학교,경영학자율전공학부,2.82,15,9.5
충북대학교,건축공학과,3.22,12,8.8
충북대학교,건축학과,2.55,10,12.4
충북대학교,공업화학과,2.78,15,9.2
충북대학교,기계공학부,2.62,35,11.5
충북대학교,도시공학과,3.35,10,7.8
충북대학교,신소재공학과,2.85,18,9.4
충북대학교,안전공학과,3.12,12,8.1
충북대학교,토목공학부,3.65,25,6.5
충북대학교,화학공학과,2.35,18,13.2
충북대학교,환경공학과,3.18,12,9.1
충북대학교,공학자율전공학부,2.95,30,8.4
충북대학교,농업생명환경자율전공학부,3.42,40,7.2
충북대학교,농업경제학과,3.31,12,8.1
충북대학교,목재・종이과학과,3.95,10,5.8
충북대학교,바이오시스템공학과,3.38,12,7.5
충북대학교,산림학과,3.58,12,6.9
충북대학교,식물의학과,3.12,12,9.8
충북대학교,식물자원학과,3.51,12,7.4
충북대학교,식품생명공학과,3.05,15,10.5
충북대학교,원예과학과,3.45,12,8.2
충북대학교,지역건설공학과,3.85,10,6.1
충북대학교,지역건설공학과 농촌관광개발전공,3.92,8,5.5
충북대학교,축산학과,3.35,12,8.8
충북대학교,특용식물학과,3.72,10,6.4
충북대학교,환경생명화학과,3.48,12,7.9
충북대학교,동양화전공,X,X,X
충북대학교,디자인학과,X,X,X
충북대학교,서양화전공,2.01,7,11.4
충북대학교,조소전공,1.85,10,12.5
충북대학교,조형예술학과,2.52,7,8.2
충북대학교,교육학과,2.12,8,9.8
충북대학교,국어교육과,2.15,7,10.4
충북대학교,물리교육과,1.78,10,11.2
충북대학교,사회교육과,2.05,7,10.8
충북대학교,생물교육과,1.92,10,12.1
충북대학교,수학교육과,2.21,7,8.5
충북대학교,역사교육과,2.58,7,7.4
충북대학교,영어교육과,2.35,7,8.9
충북대학교,윤리교육과,2.75,10,15.6
충북대학교,지구과학교육과,2.28,7,9.2
충북대학교,지리교육과,2.88,25,8.5
충북대학교,체육교육과,3.15,18,7.8
충북대학교,화학교육과,3.12,12,8.4
충북대학교,사회과학자율전공학부,2.25,12,13.8
충북대학교,경제학과,3.21,12,7.5
충북대학교,사회학과,2.68,18,9.6
충북대학교,심리학과,3.22,20,7.4
충북대학교,정치외교학과,3.25,10,6.8
충북대학교,행정학과,3.08,12,9.5
충북대학교,생활과학자율전공학부,3.15,12,8.2
충북대학교,소비자학과,3.62,12,6.4
충북대학교,식품영양학과,3.55,10,6.1
충북대학교,아동복지학과,1.18,12,32.5
충북대학교,의류학과,X,X,X
충북대학교,주거환경학과,1.85,8,15.4
충북대학교,수의예과,1.12,10,48.2
충북대학교,수의학과,X,X,X
충북대학교,산업제약학과,1.15,10,45.1
충북대학교,약학과,X,X,X
충북대학교,약학과(2+4학제),1.08,25,22.4
충북대학교,제약학과,X,X,X
충북대학교,제약학과(2+4학제),3.12,30,6.8
충북대학교,의예과,3.45,10,7.2
충북대학교,의학과,3.15,18,8.5
충북대학교,인문학자율전공학부,3.82,10,5.2
충북대학교,고고미술사학과,3.88,10,4.8
충북대학교,국어국문학과,3.02,12,9.4
충북대학교,독일언어문화학과,2.85,22,8.1
충북대학교,러시아언어문화학과,3.48,15,6.5
충북대학교,사학과,3.61,12,6.2
충북대학교,영어영문학과,3.75,10,5.5
충북대학교,중어중문학과,3.08,35,7.5
충북대학교,철학과,3.45,12,7.1
충북대학교,프랑스언어문화학과,2.88,12,10.4
충북대학교,자연과학자율전공학부,2.75,12,11.2
충북대학교,물리학과,2.68,12,11.8
충북대학교,미생물학과,2.91,15,8.2
충북대학교,생물학과,2.95,12,9.4
충북대학교,생화학과,3.48,12,6.8
충북대학교,수학과,3.31,10,7.5
충북대학교,정보통계학과,2.62,15,10.8
충북대학교,지구환경과학과,2.52,10,14.2
충북대학교,천문우주학과,2.55,25,12.8
충북대학교,화학과,2.45,40,11.5
충북대학교,미래자동차공학과,2.45,20,11.5
충북대학교,반도체공학부,2.48,20,12.2
충북대학교,소프트웨어학부,2.42,35,13.8
충북대학교,소프트웨어학부 소프트웨어전공,2.48,30,12.5
충북대학교,소프트웨어학부 인공지능전공,2.61,35,10.2
충북대학교,전기공학부,2.61,35,10.2
충북대학교,전자공학과,2.58,15,14.5
충북대학교,정보통신공학부,2.32,25,15.2
충북대학교,지능로봇공학과,2.55,40,11.8
충북대학교,컴퓨터공학과,2.32,25,15.2
충북대학교,컴퓨터공학과,2.32,25,15.2
충북대학교,전자정보자율전공학부,2.55,40,11.8
포항공과대학교,IT융합공학과,X,X,X
포항공과대학교,기계공학과,X,X,X
포항공과대학교,단일계열,X,X,X
포항공과대학교,물리학과,X,X,X
포항공과대학교,반도체공학과,X,X,X
포항공과대학교,산업경영공학과,X,X,X
포항공과대학교,생명과학과,X,X,X
포항공과대학교,수학과,X,X,X
포항공과대학교,신소재공학과,X,X,X
포항공과대학교,인문사회학부,X,X,X
포항공과대학교,전자전기공학과,X,X,X
포항공과대학교,컴퓨터공학과,X,X,X
포항공과대학교,화학공학과,X,X,X
포항공과대학교,화학과,X,X,X
한국외국어대학교,AI데이터융합전공,2.21,12,8.5
한국외국어대학교,AI데이터융합학부,2.21,12,8.5
한국외국어대학교,Finance & AI융합전공,2.35,10,7.2
한국외국어대학교,Finance & AI융합학부,2.35,10,7.2
한국외국어대학교,Language & AI융합전공,1.82,8,9.4
한국외국어대학교,Language & AI융합학부,1.82,8,9.4
한국외국어대학교,Social Science & AI융합전공,2.42,10,6.8
한국외국어대학교,Social Science & AI융합학부,2.42,10,6.8
한국외국어대학교,AI융합대학[통합모집],2.31,25,7.5
한국외국어대학교,글로벌스포츠산업전공,2.55,8,10.2
한국외국어대학교,글로벌스포츠산업학부,2.55,8,10.2
한국외국어대학교,디지털콘텐츠학부,2.48,12,9.1
한국외국어대학교,투어리즘 & 웰니스학부,2.62,10,7.4
한국외국어대학교,Culture & Technology융합대학[통합모집],2.51,20,6.8
한국외국어대학교,글로벌e스포츠매니지먼트전공,2.68,5,11.5
한국외국어대학교,Global Business & Technology전공,2.38,15,8.4
한국외국어대학교,Global Business & Technology학부,2.38,15,8.4
한국외국어대학교,국제금융학과,2.45,10,7.2
한국외국어대학교,경상대학[통합모집],2.41,30,6.5
한국외국어대학교,경영학부,1.62,52,7.8
한국외국어대학교,경영학전공,1.62,52,7.8
한국외국어대학교,반도체전자공학부(반도체공학전공),2.18,15,12.5
한국외국어대학교,반도체전자공학부(전자공학전공),2.25,15,9.8
한국외국어대학교,산업경영공학과,2.51,12,7.4
한국외국어대학교,정보통신공학과,2.42,12,8.1
한국외국어대학교,컴퓨터공학부,2.15,25,10.5
한국외국어대학교,컴퓨터공학전공,2.15,25,10.5
한국외국어대학교,그리스・불가리아학과,2.75,8,5.2
한국외국어대학교,남아프리카어전공,3.02,5,4.8
한국외국어대학교,동아프리카어전공,3.15,5,4.5
한국외국어대학교,루마니아학과,2.88,8,5.4
한국외국어대학교,서아프리카어전공,3.21,5,4.2
한국외국어대학교,세르비아・크로아티아학과,2.92,8,4.9
한국외국어대학교,아프리카학부,3.05,15,4.4
한국외국어대학교,우크라이나학과,2.95,8,5.1
한국외국어대학교,중앙아시아학과,2.82,8,5.8
한국외국어대학교,체코・슬로바키아학과,2.78,8,5.5
한국외국어대학교,폴란드학과,2.71,8,5.9
한국외국어대학교,한국학과,2.52,5,12.4
한국외국어대학교,헝가리학과,2.85,8,5
한국외국어대학교,국가전략언어계열,2.91,20,4.6
한국외국어대학교,미네르바대학(글로벌),2.45,15,8.2
한국외국어대학교,미네르바대학(서울),1.75,10,9.5
한국외국어대학교,자유전공학부(글로벌),2.38,25,10.1
한국외국어대학교,자유전공학부(서울),1.58,20,12.8
한국외국어대학교,외국어교육학부(독일어교육전공),1.92,5,7.1
한국외국어대학교,외국어교육학부(중국어교육전공),1.85,5,8.4
한국외국어대학교,외국어교육학부(프랑스어교육전공),1.88,5,7.8
한국외국어대학교,사범대학,1.82,25,8.5
한국외국어대학교,영어교육과,1.65,10,11.2
한국외국어대학교,한국어교육과,1.78,8,9.6
한국외국어대학교,광고.PR.브랜딩전공,1.55,8,13.5
한국외국어대학교,미디어커뮤니케이션학부,1.58,20,11.4
한국외국어대학교,방송.영상.뉴미디어전공,1.62,6,12.1
한국외국어대학교,언론ㆍ정보전공,1.65,6,10.4
한국외국어대학교,정치외교학과,1.68,12,8.9
한국외국어대학교,행정학과,1.72,12,7.5
한국외국어대학교,사회과학대학[통합모집],1.65,35,8.2
한국외국어대학교,경제학부,1.68,35,7.4
한국외국어대학교,경제학전공,1.68,35,7.4
한국외국어대학교,국제통상학과,1.71,18,7.1
한국외국어대학교,상경대학[통합모집],1.69,45,6.8
한국외국어대학교,FATI전공,2.45,10,6.2
한국외국어대학교,네덜란드어과,1.95,8,5.8
한국외국어대학교,노어과,1.88,12,6.1
한국외국어대학교,독일어과,1.92,18,5.5
한국외국어대학교,스칸디나비아어과,2.02,8,5.2
한국외국어대학교,스페인어과,1.75,22,7.4
한국외국어대학교,이탈리아어과,2.05,8,4.8
한국외국어대학교,포르투갈어과,2.12,8,4.5
한국외국어대학교,프랑스·EU전공,1.85,12,6.2
한국외국어대학교,프랑스어학부,1.88,25,5.9
한국외국어대학교,프랑스응용어문학전공,1.91,13,5.4
한국외국어대학교,특수외국어(유럽지역)계열,2.85,15,4.1
한국외국어대학교,핵심외국어계열,2.72,20,4.8
한국외국어대학교,태국학과,2.15,8,6.4
한국외국어대학교,튀르키예・아제르바이잔학과,2.21,8,5.8
한국외국어대학교,말레이인도네시아어과,2.08,12,5.1
한국외국어대학교,몽골어과,2.25,6,4.9
한국외국어대학교,베트남어과,1.82,10,8.2
한국외국어대학교,아랍어과,1.95,15,6.8
한국외국어대학교,인도어과,2.18,10,5.2
한국외국어대학교,페르시아어・이란학과,2.32,8,4.7
한국외국어대학교,특수외국어(인도・아세안지역)계열,2.92,12,4.3
한국외국어대학교,특수외국어(중동지역)계열,2.98,12,4
한국외국어대학교,ELLT학과,1.72,18,8.5
한국외국어대학교,영미문학.문화학과,1.78,22,7.2
한국외국어대학교,영어통번역학과,2.35,25,6.1
한국외국어대학교,영어대학[통합모집],1.74,50,7.5
한국외국어대학교,융합인재학부,2.42,30,8.8
한국외국어대학교,사학과,1.85,12,6.4
한국외국어대학교,언어인지과학과,1.91,10,5.8
한국외국어대학교,철학과,1.95,12,5.2
한국외국어대학교,인문대학[통합모집],1.88,40,5.1
한국외국어대학교,융합일본지역전공,2.55,12,5.4
한국외국어대학교,융합일본지역학부,2.55,12,5.4
한국외국어대학교,일본언어문화전공,1.82,15,7.8
한국외국어대학교,일본언어문화학부,1.82,15,7.8
한국외국어대학교,일본학대학[통합모집],1.84,25,7.1
한국외국어대학교,생명공학과,2.22,12,9.4
한국외국어대학교,수학과,2.45,10,6.8
한국외국어대학교,전자물리학과,2.52,10,6.2
한국외국어대학교,통계학과,2.31,10,8.1
한국외국어대학교,화학과,2.28,12,8.5
한국외국어대학교,환경학과,2.48,12,7.6
한국외국어대학교,자연과학대학[통합모집],2.38,40,7.4
한국외국어대학교,중국언어문화전공,1.75,15,7.2
한국외국어대학교,중국언어문화학부,1.75,15,7.2
한국외국어대학교,중국외교통상전공,1.72,15,8.5
한국외국어대학교,중국외교통상학부,1.72,15,8.5
한국외국어대학교,차이나데이터큐레이션전공,2.51,8,6.4
한국외국어대학교,중국학대학[통합모집],1.73,35,7.6
한림대학교,간호학과,1.92,45,12.5
한림대학교,경영대학,3.85,60,5.4
한림대학교,경영학과,3.85,35,5.8
한림대학교,금융재무학과,4.12,15,4.2
한림대학교,스타트업비즈니스전공,4.35,10,3.8
한림대학교,MICE기획경영전공,4.28,10,4.1
한림대학교,글로벌비즈니스전공,3.95,12,4.5
한림대학교,글로벌학부,3.62,20,6.8
한림대학교,기후변화융합전공,4.55,5,3.2
한림대학교,문화산업전공,4.21,8,4.4
한림대학교,융합과학수사학과,3.15,12,8.9
한림대학교,한국학전공,4.82,5,3.1
한림대학교,한중통번역전공,4.65,5,3.5
한림대학교,디지털미디어콘텐츠전공,3.72,15,6.2
한림대학교,미디어스쿨,3.55,40,7.4
한림대학교,언론방송융합미디어전공,3.48,20,8.1
한림대학교,디지털인문예술전공,4.25,10,4.8
한림대학교,미래융합스쿨,3.92,30,5.1
한림대학교,융합관광경영전공,4.42,10,3.9
한림대학교,융합신소재공학전공,4.18,12,5.5
한림대학교,의약신소재전공,3.82,12,7.2
한림대학교,강원형반도체융합전공,4.05,10,4.8
한림대학교,디스플레이전공,4.22,10,4.1
한림대학교,반도체・디스플레이스쿨,4.15,25,4.6
한림대학교,반도체전공,4.08,15,5.2
한림대학교,공공인재융합전공,3.75,12,6.4
한림대학교,경제학과,4.25,15,4.5
